node_id,news_article
90603,gossipcop-879697
90658,gossipcop-881603
90683,gossipcop-935694
90747,gossipcop-897737
90838,gossipcop-885125
90886,gossipcop-888998
90905,gossipcop-903249
90921,gossipcop-915179
91008,gossipcop-858290
91130,gossipcop-870607
91170,gossipcop-870034
91228,gossipcop-864183
91322,gossipcop-859832
91405,gossipcop-910232
91511,gossipcop-953935
91650,gossipcop-935578
91708,gossipcop-875434
91771,gossipcop-939360
91863,gossipcop-939107
91880,gossipcop-949547
91938,gossipcop-870955
92001,gossipcop-934660
92184,gossipcop-918474
92201,gossipcop-855026
92316,gossipcop-870705
92390,gossipcop-955821
92546,gossipcop-868223
92616,gossipcop-887424
92685,gossipcop-909749
92717,gossipcop-846133
92835,gossipcop-924007
92894,gossipcop-904190
92959,gossipcop-909515
93094,gossipcop-949879
93171,gossipcop-931099
93320,gossipcop-944745
93329,gossipcop-865613
93394,gossipcop-856060
93463,gossipcop-881316
93481,gossipcop-878980
93622,gossipcop-933254
93677,gossipcop-940366
93764,gossipcop-863812
93893,gossipcop-859191
93957,gossipcop-945897
94014,gossipcop-855170
94094,gossipcop-843516
94196,gossipcop-936614
94353,gossipcop-861116
94425,gossipcop-914542
94516,gossipcop-923347
94576,gossipcop-915186
94760,gossipcop-861360
94790,gossipcop-866473
94855,gossipcop-893510
94886,gossipcop-865930
94935,gossipcop-948827
95001,gossipcop-874669
95052,gossipcop-857674
95117,gossipcop-895304
95187,gossipcop-875897
95241,gossipcop-853764
95321,gossipcop-863664
95383,gossipcop-914185
95473,gossipcop-887769
95497,gossipcop-922210
95591,gossipcop-882433
95682,gossipcop-914699
95859,gossipcop-917817
95937,gossipcop-814011
96101,gossipcop-870658
96150,gossipcop-923784
96200,gossipcop-857990
96327,gossipcop-923176
96347,gossipcop-914448
96385,gossipcop-859495
96441,gossipcop-895265
96466,gossipcop-902242
96536,gossipcop-929830
96638,gossipcop-877566
96729,gossipcop-945580
96785,gossipcop-846258
96831,gossipcop-858922
96921,gossipcop-861252
96999,gossipcop-845817
97087,gossipcop-882904
97156,gossipcop-896296
97224,gossipcop-869516
97285,gossipcop-912724
97345,gossipcop-844054
97397,gossipcop-948420
97469,gossipcop-888598
97572,gossipcop-927236
97587,gossipcop-910504
97656,gossipcop-888928
97683,gossipcop-869297
97731,gossipcop-848307
97807,gossipcop-856632
97829,gossipcop-895160
97883,gossipcop-863673
97972,gossipcop-852452
98064,gossipcop-927521
98086,gossipcop-933415
98096,gossipcop-865395
98180,gossipcop-887902
98234,gossipcop-924756
98302,gossipcop-867210
98414,gossipcop-866237
98468,gossipcop-859957
98565,gossipcop-874418
98626,gossipcop-931747
98654,gossipcop-870956
98726,gossipcop-849387
98806,gossipcop-842941
98908,gossipcop-918356
98972,gossipcop-866557
99004,gossipcop-931472
99108,gossipcop-884405
99164,gossipcop-904273
99336,gossipcop-904224
99420,gossipcop-953643
99429,gossipcop-871346
99456,gossipcop-871865
99594,gossipcop-844760
99674,gossipcop-941822
99726,gossipcop-854642
99750,gossipcop-895190
99833,gossipcop-904142
99852,gossipcop-890829
99966,gossipcop-949141
100020,gossipcop-941028
100142,gossipcop-883863
100178,gossipcop-869184
100235,gossipcop-881422
100269,gossipcop-878477
100302,gossipcop-851588
100476,gossipcop-890456
100583,gossipcop-914906
100724,gossipcop-856582
100786,gossipcop-873992
100846,gossipcop-846053
100886,gossipcop-928038
100937,gossipcop-917161
101044,gossipcop-938467
101058,gossipcop-841836
101127,gossipcop-842951
101297,gossipcop-884264
101357,gossipcop-858588
101443,gossipcop-886745
101494,gossipcop-876950
101576,gossipcop-945108
101597,gossipcop-865154
101688,gossipcop-848992
101694,gossipcop-921309
101748,gossipcop-870969
101810,gossipcop-884638
101816,gossipcop-882574
101943,gossipcop-916124
102034,gossipcop-935933
102063,gossipcop-894104
102112,gossipcop-946720
102163,gossipcop-924532
102223,gossipcop-946801
102276,gossipcop-947543
102292,gossipcop-899310
102372,gossipcop-872059
102472,gossipcop-887913
102476,gossipcop-946712
102547,gossipcop-925990
102656,gossipcop-937928
102679,gossipcop-856172
102767,gossipcop-924748
102815,gossipcop-907612
102828,gossipcop-937885
102846,gossipcop-845483
102948,gossipcop-890204
103001,gossipcop-900151
103165,gossipcop-846490
103208,gossipcop-942393
103280,gossipcop-948862
103343,gossipcop-878648
103363,gossipcop-857334
103416,gossipcop-917591
103465,gossipcop-876955
103582,gossipcop-895055
103668,gossipcop-889445
103757,gossipcop-919210
103837,gossipcop-903568
103917,gossipcop-849614
103974,gossipcop-849628
104056,gossipcop-864166
104129,gossipcop-932581
104196,gossipcop-881094
104233,gossipcop-912307
104383,gossipcop-888440
104435,gossipcop-890361
104509,gossipcop-935017
104673,gossipcop-935105
104720,gossipcop-909300
104796,gossipcop-911589
104848,gossipcop-925548
104930,gossipcop-871332
105080,gossipcop-899914
105133,gossipcop-922039
105177,gossipcop-891037
105227,gossipcop-843070
105305,gossipcop-900297
105320,gossipcop-857608
105342,gossipcop-895019
105388,gossipcop-866660
105494,gossipcop-880566
105574,gossipcop-877940
105716,gossipcop-900641
105800,gossipcop-875568
105976,gossipcop-913164
106065,gossipcop-865678
106090,gossipcop-941662
106148,gossipcop-919912
106255,gossipcop-844206
106289,gossipcop-916060
106438,gossipcop-881049
106500,gossipcop-916716
106525,gossipcop-876481
106627,gossipcop-849576
106726,gossipcop-855414
106808,gossipcop-916760
106871,gossipcop-892128
107032,gossipcop-907279
107099,gossipcop-885325
107158,gossipcop-890093
107225,gossipcop-907584
107331,gossipcop-892869
107417,gossipcop-944640
107508,gossipcop-868095
107576,gossipcop-912736
107646,gossipcop-912033
107744,gossipcop-954809
107758,gossipcop-879596
107789,gossipcop-939328
107916,gossipcop-887384
107965,gossipcop-921135
108038,gossipcop-843781
108157,gossipcop-847202
108245,gossipcop-955066
108373,gossipcop-856126
108435,gossipcop-848663
108526,gossipcop-908223
108584,gossipcop-869746
108617,gossipcop-851878
108764,gossipcop-878969
108883,gossipcop-921706
108972,gossipcop-873988
108990,gossipcop-892955
109085,gossipcop-867175
109228,gossipcop-858015
109322,gossipcop-910998
109399,gossipcop-847589
109449,gossipcop-906753
109508,gossipcop-917794
109654,gossipcop-841914
109787,gossipcop-940562
109867,gossipcop-915013
109956,gossipcop-887697
110042,gossipcop-864788
110122,gossipcop-844019
110188,gossipcop-906865
110226,gossipcop-900086
110241,gossipcop-895248
110301,gossipcop-902383
110415,gossipcop-930776
110483,gossipcop-876491
110650,gossipcop-931877
110663,gossipcop-842015
110741,gossipcop-930307
110796,gossipcop-949961
110877,gossipcop-928976
111051,gossipcop-900183
111242,gossipcop-884368
111311,gossipcop-874688
111425,gossipcop-921190
111479,gossipcop-942771
111549,gossipcop-927156
111615,gossipcop-932616
111683,gossipcop-857930
111761,gossipcop-876052
111843,gossipcop-878458
111877,gossipcop-865925
111935,gossipcop-849320
112020,gossipcop-954308
112092,gossipcop-903464
112220,gossipcop-861676
112297,gossipcop-878046
112342,gossipcop-934055
112371,gossipcop-854518
112506,gossipcop-861946
112620,gossipcop-921024
112713,gossipcop-858434
112737,gossipcop-902921
112826,gossipcop-884813
112914,gossipcop-892626
112944,gossipcop-868019
113060,gossipcop-884570
113140,gossipcop-895803
113172,gossipcop-861875
113221,gossipcop-944752
113357,gossipcop-942333
113409,gossipcop-883761
113464,gossipcop-897138
113540,gossipcop-902177
113561,gossipcop-924508
113669,gossipcop-894932
113724,gossipcop-858338
113765,gossipcop-862267
113854,gossipcop-896986
113898,gossipcop-939517
114012,gossipcop-913276
114035,gossipcop-899615
114087,gossipcop-914971
114191,gossipcop-950795
114270,gossipcop-884375
114380,gossipcop-880277
114414,gossipcop-946884
114426,gossipcop-876994
114457,gossipcop-928886
114513,gossipcop-936229
114552,gossipcop-887940
114583,gossipcop-874052
114691,gossipcop-909137
114732,gossipcop-896325
114864,gossipcop-849045
114991,gossipcop-870447
115033,gossipcop-894019
115062,gossipcop-922874
115170,gossipcop-937917
115246,gossipcop-857349
115423,gossipcop-894930
115547,gossipcop-932364
115574,gossipcop-860052
115632,gossipcop-849436
115699,gossipcop-944799
115771,gossipcop-882286
115865,gossipcop-871822
115888,gossipcop-883872
115911,gossipcop-913586
115952,gossipcop-922488
115985,gossipcop-912761
116088,gossipcop-864118
116168,gossipcop-882409
116286,gossipcop-876734
116372,gossipcop-948055
116424,gossipcop-933195
116491,gossipcop-869395
116592,gossipcop-927374
116611,gossipcop-891595
116666,gossipcop-951130
116712,gossipcop-874184
116767,gossipcop-884936
116832,gossipcop-888506
116835,gossipcop-890061
116897,gossipcop-902392
116982,gossipcop-892159
117038,gossipcop-913004
117177,gossipcop-951724
117295,gossipcop-941294
117379,gossipcop-857138
117452,gossipcop-846659
117510,gossipcop-927457
117703,gossipcop-842923
117794,gossipcop-899672
117860,gossipcop-912657
117906,gossipcop-939025
117952,gossipcop-871592
118039,gossipcop-897640
118116,gossipcop-900716
118150,gossipcop-894527
118278,gossipcop-909150
118349,gossipcop-858123
118526,gossipcop-893855
118644,gossipcop-895836
118718,gossipcop-912631
118793,gossipcop-893399
118863,gossipcop-860276
118949,gossipcop-876370
119001,gossipcop-921896
119049,gossipcop-863496
119084,gossipcop-911566
119197,gossipcop-904627
119214,gossipcop-884110
119305,gossipcop-911062
119356,gossipcop-946470
119438,gossipcop-870606
119489,gossipcop-933410
119517,gossipcop-881927
119601,gossipcop-894846
119666,gossipcop-882405
119754,gossipcop-894056
119820,gossipcop-950414
119891,gossipcop-864964
119928,gossipcop-877621
120021,gossipcop-876399
120059,gossipcop-906448
120120,gossipcop-922357
120284,gossipcop-883588
120361,gossipcop-871380
120396,gossipcop-868556
120473,gossipcop-876985
120506,gossipcop-894434
120537,gossipcop-861191
120566,gossipcop-952013
120654,gossipcop-902269
120734,gossipcop-942093
120813,gossipcop-888267
120908,gossipcop-879638
120999,gossipcop-912731
121037,gossipcop-868286
121075,gossipcop-882201
121119,gossipcop-849032
121234,gossipcop-934100
121281,gossipcop-842853
121342,gossipcop-858412
121418,gossipcop-860374
121537,gossipcop-920314
121698,gossipcop-845844
121769,gossipcop-937725
121901,gossipcop-913072
121973,gossipcop-936792
122019,gossipcop-915446
122114,gossipcop-854886
122192,gossipcop-891587
122288,gossipcop-871692
122429,gossipcop-858053
122451,gossipcop-842002
122565,gossipcop-893771
122606,gossipcop-891317
122714,gossipcop-896162
122906,gossipcop-912502
122960,gossipcop-916106
123152,gossipcop-864471
123227,gossipcop-871165
123283,gossipcop-914211
123347,gossipcop-938751
123415,gossipcop-952176
123540,gossipcop-913669
123620,gossipcop-879528
123672,gossipcop-877722
123767,gossipcop-887194
123867,gossipcop-951681
123913,gossipcop-855464
123969,gossipcop-909960
124024,gossipcop-900280
124213,gossipcop-857319
124261,gossipcop-881134
124318,gossipcop-925102
124394,gossipcop-927522
124478,gossipcop-912116
124542,gossipcop-918133
124563,gossipcop-877485
124645,gossipcop-905056
124722,gossipcop-903202
124796,gossipcop-888520
124874,gossipcop-931677
124922,gossipcop-851270
124969,gossipcop-860319
125084,gossipcop-845807
125154,gossipcop-848637
125286,gossipcop-928899
125429,gossipcop-846989
125518,gossipcop-857467
125675,gossipcop-931560
125814,gossipcop-926489
125852,gossipcop-937783
125911,gossipcop-878136
125937,gossipcop-920701
126026,gossipcop-850365
126091,gossipcop-908540
126126,gossipcop-854676
126170,gossipcop-882354
126277,gossipcop-858649
126355,gossipcop-884701
126389,gossipcop-901100
126425,gossipcop-952310
126585,gossipcop-882164
126634,gossipcop-852068
126731,gossipcop-855626
126781,gossipcop-850409
126959,gossipcop-914914
127018,gossipcop-940335
127072,gossipcop-912379
127172,gossipcop-890629
127235,gossipcop-843485
127313,gossipcop-902907
127402,gossipcop-928271
127448,gossipcop-871067
127524,gossipcop-876291
127628,gossipcop-906911
127694,gossipcop-912435
127770,gossipcop-927126
127824,gossipcop-939558
127940,gossipcop-914193
128000,gossipcop-929709
128137,gossipcop-924826
128237,gossipcop-911353
128348,gossipcop-920943
128398,gossipcop-861538
128490,gossipcop-854552
128575,gossipcop-877142
128647,gossipcop-930641
128762,gossipcop-896859
128820,gossipcop-868993
128864,gossipcop-869555
128895,gossipcop-893081
128932,gossipcop-894931
128968,gossipcop-899120
128984,gossipcop-880983
129014,gossipcop-885206
129081,gossipcop-927284
129152,gossipcop-887545
129183,gossipcop-860390
129312,gossipcop-955812
129463,gossipcop-860891
129581,gossipcop-883993
129654,gossipcop-845843
129719,gossipcop-931091
129797,gossipcop-843987
129875,gossipcop-911939
129939,gossipcop-953460
129991,gossipcop-867983
129994,gossipcop-871668
130064,gossipcop-874183
130173,gossipcop-870677
130233,gossipcop-848525
130313,gossipcop-879059
130346,gossipcop-843387
130397,gossipcop-898810
130484,gossipcop-916356
130550,gossipcop-943850
130612,gossipcop-922233
130719,gossipcop-870621
130724,gossipcop-865183
130751,gossipcop-936836
130825,gossipcop-912453
130918,gossipcop-923036
131016,gossipcop-855282
131120,gossipcop-896081
131231,gossipcop-862686
131267,gossipcop-847255
131316,gossipcop-929627
131343,gossipcop-902699
131394,gossipcop-897028
131410,gossipcop-944789
131477,gossipcop-914122
131541,gossipcop-890284
131557,gossipcop-863108
131636,gossipcop-941694
131685,gossipcop-884437
131792,gossipcop-876753
131816,gossipcop-932239
131879,gossipcop-882361
131999,gossipcop-945224
132046,gossipcop-853752
132206,gossipcop-904964
132231,gossipcop-848148
132374,gossipcop-875558
132414,gossipcop-862579
132555,gossipcop-899336
132619,gossipcop-888441
132679,gossipcop-862011
132786,gossipcop-842815
132893,gossipcop-940370
132919,gossipcop-922328
132952,gossipcop-916370
133059,gossipcop-864895
133179,gossipcop-847173
133290,gossipcop-909519
133458,gossipcop-885981
133516,gossipcop-893837
133536,gossipcop-863735
133647,gossipcop-925269
133711,gossipcop-873667
133714,gossipcop-878844
133745,gossipcop-896604
133816,gossipcop-916275
133922,gossipcop-855512
133993,gossipcop-858435
134106,gossipcop-885534
134185,gossipcop-856985
134250,gossipcop-892580
134312,gossipcop-944679
134387,gossipcop-867571
134423,gossipcop-917057
134524,gossipcop-903303
134543,gossipcop-888510
134617,gossipcop-871903
134642,gossipcop-944760
134734,gossipcop-886321
134774,gossipcop-893269
134887,gossipcop-910254
134932,gossipcop-884614
134963,gossipcop-888599
135037,gossipcop-848406
135092,gossipcop-880423
135228,gossipcop-900758
135273,gossipcop-866834
135360,gossipcop-876023
135373,gossipcop-898489
135518,gossipcop-869877
135650,gossipcop-882208
135677,gossipcop-895250
135731,gossipcop-845131
135742,gossipcop-886237
135869,gossipcop-844508
135922,gossipcop-869064
135995,gossipcop-862339
136046,gossipcop-868981
136115,gossipcop-937079
136212,gossipcop-848507
136260,gossipcop-894269
136330,gossipcop-891494
136368,gossipcop-874678
136450,gossipcop-852600
136545,gossipcop-875995
136664,gossipcop-905503
136735,gossipcop-908974
136777,gossipcop-948869
136824,gossipcop-931203
136847,gossipcop-895938
136934,gossipcop-846336
137076,gossipcop-895646
137204,gossipcop-926052
137271,gossipcop-923964
137327,gossipcop-865875
137381,gossipcop-881389
137413,gossipcop-888659
137422,gossipcop-891686
137479,gossipcop-886403
137500,gossipcop-865433
137576,gossipcop-953283
137600,gossipcop-861716
137701,gossipcop-915619
137723,gossipcop-920883
137757,gossipcop-897863
137791,gossipcop-900694
137878,gossipcop-940857
138024,gossipcop-902014
138094,gossipcop-907717
138274,gossipcop-866821
138428,gossipcop-918747
138484,gossipcop-914092
138527,gossipcop-891487
138567,gossipcop-940975
138619,gossipcop-893444
138646,gossipcop-874969
138733,gossipcop-880682
138792,gossipcop-881050
138928,gossipcop-855820
138983,gossipcop-889964
139080,gossipcop-874480
139150,gossipcop-852752
139181,gossipcop-845311
139293,gossipcop-901763
139347,gossipcop-919597
139385,gossipcop-908765
139504,gossipcop-876627
139566,gossipcop-902029
139656,gossipcop-943513
139674,gossipcop-855876
139696,gossipcop-856593
139790,gossipcop-885489
139899,gossipcop-954635
139919,gossipcop-899484
139995,gossipcop-865249
140093,gossipcop-849558
140204,gossipcop-906252
140350,gossipcop-943592
140440,gossipcop-898657
140504,gossipcop-914690
140651,gossipcop-889770
140670,gossipcop-909570
140736,gossipcop-937336
140779,gossipcop-890444
140858,gossipcop-929120
140975,gossipcop-844014
141032,gossipcop-955159
141077,gossipcop-946160
141127,gossipcop-883034
141190,gossipcop-895134
141204,gossipcop-887134
141356,gossipcop-858114
141455,gossipcop-925958
141618,gossipcop-925352
141670,gossipcop-927430
141845,gossipcop-941792
141860,gossipcop-929920
141919,gossipcop-926292
141997,gossipcop-910918
142084,gossipcop-859254
142196,gossipcop-863237
142344,gossipcop-921551
142400,gossipcop-924448
142516,gossipcop-903586
142614,gossipcop-870222
142741,gossipcop-865059
142766,gossipcop-852724
142880,gossipcop-843636
142969,gossipcop-907231
143042,gossipcop-934646
143107,gossipcop-847761
143222,gossipcop-919527
143273,gossipcop-902570
143313,gossipcop-890025
143401,gossipcop-943170
143489,gossipcop-845508
143626,gossipcop-927630
143707,gossipcop-907792
143727,gossipcop-843921
143793,gossipcop-860328
143894,gossipcop-861712
144029,gossipcop-926155
144058,gossipcop-844226
144133,gossipcop-854196
144170,gossipcop-922011
144215,gossipcop-846220
144259,gossipcop-888546
144324,gossipcop-890167
144399,gossipcop-926457
144440,gossipcop-931571
144456,gossipcop-897973
144519,gossipcop-877852
144565,gossipcop-927258
144679,gossipcop-896746
144687,gossipcop-846200
144751,gossipcop-874780
144933,gossipcop-906664
145009,gossipcop-936262
145021,gossipcop-868254
145086,gossipcop-909712
145097,gossipcop-880896
145178,gossipcop-936317
145232,gossipcop-866802
145344,gossipcop-890707
145422,gossipcop-938918
145444,gossipcop-938647
145492,gossipcop-923560
145537,gossipcop-876016
145643,gossipcop-883098
145745,gossipcop-952001
145906,gossipcop-918615
145953,gossipcop-889185
146025,gossipcop-892722
146145,gossipcop-866113
146325,gossipcop-914599
146384,gossipcop-885271
146418,gossipcop-874472
146529,gossipcop-857293
146611,gossipcop-857818
146756,gossipcop-904254
146857,gossipcop-942636
146904,gossipcop-881424
147023,gossipcop-923549
147119,gossipcop-911211
147147,gossipcop-885202
147255,gossipcop-927703
147283,gossipcop-885278
147406,gossipcop-851616
147570,gossipcop-870441
147634,gossipcop-918513
147823,gossipcop-886941
147881,gossipcop-867726
147979,gossipcop-903107
148053,gossipcop-853332
148118,gossipcop-872810
148192,gossipcop-892642
148255,gossipcop-848236
148314,gossipcop-854882
148379,gossipcop-949327
148434,gossipcop-925093
148507,gossipcop-843536
148561,gossipcop-883128
148638,gossipcop-861438
148703,gossipcop-868630
148725,gossipcop-843403
148825,gossipcop-940008
148833,gossipcop-913918
148853,gossipcop-849801
148958,gossipcop-891244
149037,gossipcop-891563
149096,gossipcop-851596
149258,gossipcop-931849
149321,gossipcop-931949
149341,gossipcop-950681
149425,gossipcop-955939
149469,gossipcop-871490
149493,gossipcop-866581
149540,gossipcop-848593
149617,gossipcop-925765
149621,gossipcop-846819
149668,gossipcop-876810
149763,gossipcop-886122
149836,gossipcop-941939
149913,gossipcop-870671
149997,gossipcop-843045
150098,gossipcop-877120
150174,gossipcop-870457
150181,gossipcop-854908
150235,gossipcop-851720
150370,gossipcop-911007
150434,gossipcop-878517
150529,gossipcop-916262
150631,gossipcop-858174
150703,gossipcop-880312
150782,gossipcop-876156
150851,gossipcop-858939
150939,gossipcop-916577
150970,gossipcop-896059
151027,gossipcop-893292
151225,gossipcop-914237
151266,gossipcop-867199
151360,gossipcop-913724
151497,gossipcop-913917
151561,gossipcop-941635
151619,gossipcop-943531
151741,gossipcop-889544
151744,gossipcop-950963
151837,gossipcop-928355
151899,gossipcop-918669
151948,gossipcop-874314
151977,gossipcop-947974
152033,gossipcop-844531
152183,gossipcop-918062
152212,gossipcop-877492
152273,gossipcop-894274
152368,gossipcop-869017
152435,gossipcop-945938
152457,gossipcop-860340
152628,gossipcop-946066
152664,gossipcop-918668
152752,gossipcop-887595
152759,gossipcop-872011
152839,gossipcop-926824
152926,gossipcop-920652
152977,gossipcop-860714
153036,gossipcop-908004
153090,gossipcop-933209
153174,gossipcop-895125
153195,gossipcop-936869
153236,gossipcop-905827
153328,gossipcop-929105
153381,gossipcop-930190
153531,gossipcop-867171
153714,gossipcop-900056
153875,gossipcop-933154
153933,gossipcop-921308
154040,gossipcop-953943
154157,gossipcop-877393
154240,gossipcop-940520
154305,gossipcop-939296
154402,gossipcop-936714
154434,gossipcop-870237
154558,gossipcop-938050
154586,gossipcop-859461
154670,gossipcop-944315
154743,gossipcop-927542
154809,gossipcop-919535
154911,gossipcop-951981
155003,gossipcop-881051
155085,gossipcop-883389
155148,gossipcop-883233
155179,gossipcop-857168
155261,gossipcop-853978
155382,gossipcop-883711
155400,gossipcop-925948
155555,gossipcop-914034
155585,gossipcop-901898
155759,gossipcop-877153
155839,gossipcop-872063
155990,gossipcop-927499
156084,gossipcop-953600
156108,gossipcop-924301
156174,gossipcop-955437
156302,gossipcop-953593
156426,gossipcop-870114
156514,gossipcop-871696
156594,gossipcop-901279
156661,gossipcop-842198
156707,gossipcop-948582
156759,gossipcop-866947
156782,gossipcop-918785
156839,gossipcop-894298
156899,gossipcop-875218
156956,gossipcop-905831
157023,gossipcop-842971
157054,gossipcop-872744
157137,gossipcop-864131
157171,gossipcop-901993
157283,gossipcop-857569
157288,gossipcop-843672
157377,gossipcop-950455
157444,gossipcop-888805
157481,gossipcop-894809
157537,gossipcop-913814
157582,gossipcop-942827
157646,gossipcop-911061
157766,gossipcop-878609
157877,gossipcop-831625
157962,gossipcop-843746
158082,gossipcop-923328
158142,gossipcop-860894
158180,gossipcop-843341
158290,gossipcop-846140
158341,gossipcop-896800
158371,gossipcop-915392
158412,gossipcop-952840
158463,gossipcop-903285
158537,gossipcop-933723
158569,gossipcop-850047
158644,gossipcop-877166
158839,gossipcop-933978
158914,gossipcop-916074
159033,gossipcop-847436
159109,gossipcop-867924
159172,gossipcop-856338
159311,gossipcop-912772
159375,gossipcop-875417
159424,gossipcop-846061
159463,gossipcop-912950
159522,gossipcop-947476
159577,gossipcop-893965
159721,gossipcop-953481
159776,gossipcop-848288
159870,gossipcop-866228
159938,gossipcop-909032
159982,gossipcop-849069
160051,gossipcop-929986
160100,gossipcop-870152
160283,gossipcop-883320
160355,gossipcop-917865
160427,gossipcop-926957
160440,gossipcop-908718
160483,gossipcop-867377
160551,gossipcop-943291
160633,gossipcop-906837
160656,gossipcop-851754
160741,gossipcop-910747
160862,gossipcop-937641
160874,gossipcop-887601
160894,gossipcop-910004
160938,gossipcop-944147
160960,gossipcop-858090
161038,gossipcop-856933
161130,gossipcop-866872
161165,gossipcop-943538
161230,gossipcop-933480
161280,gossipcop-869243
161310,gossipcop-841972
161426,gossipcop-898604
161613,gossipcop-899895
161725,gossipcop-897907
161796,gossipcop-901622
161871,gossipcop-947117
161920,gossipcop-852804
161964,gossipcop-930419
161982,gossipcop-940457
162058,gossipcop-942672
162229,gossipcop-878326
162259,gossipcop-867882
162289,gossipcop-908946
162319,gossipcop-950637
162456,gossipcop-890523
162492,gossipcop-886298
162542,gossipcop-929499
162641,gossipcop-864221
162720,gossipcop-843603
162813,gossipcop-931388
162874,gossipcop-931907
162925,gossipcop-948511
163097,gossipcop-913792
163125,gossipcop-858021
163271,gossipcop-947692
163323,gossipcop-870744
163362,gossipcop-950668
163481,gossipcop-912188
163506,gossipcop-863629
163544,gossipcop-942009
163615,gossipcop-908722
163646,gossipcop-890009
163763,gossipcop-946545
163947,gossipcop-921479
164083,gossipcop-925393
164204,gossipcop-947446
164277,gossipcop-944710
164386,gossipcop-852316
164519,gossipcop-908760
164586,gossipcop-873704
164626,gossipcop-902361
164712,gossipcop-876802
164820,gossipcop-887445
164873,gossipcop-937985
164888,gossipcop-916397
165019,gossipcop-867129
165096,gossipcop-947666
165151,gossipcop-861133
165303,gossipcop-937349
165401,gossipcop-943062
165449,gossipcop-925206
165513,gossipcop-914480
165558,gossipcop-895050
165639,gossipcop-954574
165810,gossipcop-873921
165857,gossipcop-915327
166051,gossipcop-863460
166134,gossipcop-896309
166289,gossipcop-903178
166365,gossipcop-929686
166467,gossipcop-945630
166515,gossipcop-940448
166680,gossipcop-901760
166779,gossipcop-944236
166893,gossipcop-910236
166972,gossipcop-845915
167027,gossipcop-886490
167121,gossipcop-944512
167187,gossipcop-852808
167257,gossipcop-863994
167268,gossipcop-845795
167369,gossipcop-871798
167475,gossipcop-868244
167547,gossipcop-941952
167567,gossipcop-926833
167679,gossipcop-943961
167789,gossipcop-905599
167891,gossipcop-954859
167912,gossipcop-937508
167992,gossipcop-946454
168068,gossipcop-924272
168097,gossipcop-854174
168184,gossipcop-901595
168246,gossipcop-909554
168314,gossipcop-849287
168367,gossipcop-842912
168427,gossipcop-902336
168498,gossipcop-946254
168591,gossipcop-847814
168641,gossipcop-899058
168664,gossipcop-873040
168824,gossipcop-900573
168941,gossipcop-941239
168959,gossipcop-875298
169027,gossipcop-916461
169084,gossipcop-857828
169160,gossipcop-926624
169210,gossipcop-846726
169275,gossipcop-861419
169304,gossipcop-938120
169383,gossipcop-936917
169394,gossipcop-915469
169491,gossipcop-926126
169535,gossipcop-869854
169620,gossipcop-919526
169762,gossipcop-843592
169845,gossipcop-940072
169906,gossipcop-951127
169937,gossipcop-943064
169952,gossipcop-929626
169974,gossipcop-849133
170038,gossipcop-942656
170134,gossipcop-888458
170232,gossipcop-894650
170256,gossipcop-871765
170349,gossipcop-909022
170379,gossipcop-892825
170436,gossipcop-858761
170497,gossipcop-873607
170550,gossipcop-852700
170650,gossipcop-842380
170737,gossipcop-857292
170820,gossipcop-955286
170907,gossipcop-857609
171102,gossipcop-847371
171159,gossipcop-865266
171232,gossipcop-953706
171290,gossipcop-893230
171449,gossipcop-874591
171563,gossipcop-946296
171605,gossipcop-851552
171688,gossipcop-886097
171721,gossipcop-858526
171724,gossipcop-897396
171830,gossipcop-846514
171926,gossipcop-876933
171991,gossipcop-881785
172076,gossipcop-907836
172092,gossipcop-860893
172209,gossipcop-955569
172308,gossipcop-946749
172329,gossipcop-927273
172350,gossipcop-857540
172433,gossipcop-942051
172504,gossipcop-876909
172537,gossipcop-870656
172730,gossipcop-857273
172864,gossipcop-887991
172935,gossipcop-927932
173003,gossipcop-909875
173035,gossipcop-897030
173061,gossipcop-909204
173171,gossipcop-884102
173361,gossipcop-852482
173508,gossipcop-939550
173578,gossipcop-905634
173632,gossipcop-938392
173697,gossipcop-869436
173754,gossipcop-846209
173858,gossipcop-886049
173914,gossipcop-926115
173988,gossipcop-832452
174035,gossipcop-885029
174132,gossipcop-943424
174233,gossipcop-931427
174248,gossipcop-926903
174346,gossipcop-884635
174421,gossipcop-923759
174562,gossipcop-857866
174715,gossipcop-917950
174791,gossipcop-945556
174845,gossipcop-843689
174946,gossipcop-869038
175022,gossipcop-862580
175077,gossipcop-892555
175094,gossipcop-932520
175170,gossipcop-888580
175318,gossipcop-907782
175344,gossipcop-843010
175382,gossipcop-896396
175394,gossipcop-876553
175426,gossipcop-855932
175565,gossipcop-895828
175589,gossipcop-907698
175667,gossipcop-943092
175840,gossipcop-857149
175878,gossipcop-903939
175972,gossipcop-950674
176012,gossipcop-902062
176110,gossipcop-909009
176198,gossipcop-878548
176385,gossipcop-858436
176508,gossipcop-869026
176572,gossipcop-884864
176633,gossipcop-922241
176725,gossipcop-868487
176803,gossipcop-922826
176933,gossipcop-846358
176994,gossipcop-865268
177065,gossipcop-888777
177110,gossipcop-868085
177231,gossipcop-927391
177269,gossipcop-932577
177344,gossipcop-931638
177394,gossipcop-915926
177416,gossipcop-914427
177437,gossipcop-873142
177576,gossipcop-947191
177651,gossipcop-953006
177709,gossipcop-918152
177735,gossipcop-932509
177799,gossipcop-887181
177855,gossipcop-919173
